年度,縣市別,行業別,統計項目,單位,中小企業(百萬元),大企業(百萬元)
2019,金門縣,批發及零售業,銷售額,百萬元,16641,8468
2019,連江縣,批發及零售業,銷售額,百萬元,1210, 
2019,總計,運輸及倉儲業,銷售額,百萬元,294890,981949
2019,臺北市,運輸及倉儲業,銷售額,百萬元,53317,493318
2019,新北市,運輸及倉儲業,銷售額,百萬元,36044,96023
2019,桃園縣,運輸及倉儲業,銷售額,百萬元,34318,183967
2019,臺中市,運輸及倉儲業,銷售額,百萬元,32198,31634
2019,臺南市,運輸及倉儲業,銷售額,百萬元,16844,10426
2019,高雄市,運輸及倉儲業,銷售額,百萬元,52934,82364
2019,基隆市,運輸及倉儲業,銷售額,百萬元,10428,32851
2019,宜蘭縣,運輸及倉儲業,銷售額,百萬元,6705,3174
2019,新竹市,運輸及倉儲業,銷售額,百萬元,3422,4329
2019,新竹縣,運輸及倉儲業,銷售額,百萬元,4714,7263
2019,苗栗縣,運輸及倉儲業,銷售額,百萬元,4643,1701
2019,彰化縣,運輸及倉儲業,銷售額,百萬元,10483,4971
2019,南投縣,運輸及倉儲業,銷售額,百萬元,4066,991
2019,雲林縣,運輸及倉儲業,銷售額,百萬元,5455,6534
2019,嘉義市,運輸及倉儲業,銷售額,百萬元,3339,1770
2019,嘉義縣,運輸及倉儲業,銷售額,百萬元,2788,10154
2019,屏東縣,運輸及倉儲業,銷售額,百萬元,4492, 
2019,澎湖縣,運輸及倉儲業,銷售額,百萬元,1103, 
2019,花蓮縣,運輸及倉儲業,銷售額,百萬元,3732,1446
2019,臺東縣,運輸及倉儲業,銷售額,百萬元,1658, 
2019,金門縣,運輸及倉儲業,銷售額,百萬元,1600,2927
2019,連江縣,運輸及倉儲業,銷售額,百萬元,607, 
2019,總計,住宿及餐飲業,銷售額,百萬元,519165,208546
2019,臺北市,住宿及餐飲業,銷售額,百萬元,120969,108883
2019,新北市,住宿及餐飲業,銷售額,百萬元,63322,10716
2019,桃園縣,住宿及餐飲業,銷售額,百萬元,43242,11948
2019,臺中市,住宿及餐飲業,銷售額,百萬元,69620,21919
2019,臺南市,住宿及餐飲業,銷售額,百萬元,37816,6495
2019,高雄市,住宿及餐飲業,銷售額,百萬元,58098,14772
2019,基隆市,住宿及餐飲業,銷售額,百萬元,6404, 
2019,宜蘭縣,住宿及餐飲業,銷售額,百萬元,9589,6574
2019,新竹市,住宿及餐飲業,銷售額,百萬元,12220,3648
2019,新竹縣,住宿及餐飲業,銷售額,百萬元,11298,5822
2019,苗栗縣,住宿及餐飲業,銷售額,百萬元,8081, 
2019,彰化縣,住宿及餐飲業,銷售額,百萬元,15090,1638
2019,南投縣,住宿及餐飲業,銷售額,百萬元,9882,2972
2019,雲林縣,住宿及餐飲業,銷售額,百萬元,6799, 
2019,嘉義市,住宿及餐飲業,銷售額,百萬元,8221,1687
2019,嘉義縣,住宿及餐飲業,銷售額,百萬元,4802, 
2019,屏東縣,住宿及餐飲業,銷售額,百萬元,13128,2928
2019,澎湖縣,住宿及餐飲業,銷售額,百萬元,2764, 
2019,花蓮縣,住宿及餐飲業,銷售額,百萬元,9104,3181
2019,臺東縣,住宿及餐飲業,銷售額,百萬元,6238,2248
2019,金門縣,住宿及餐飲業,銷售額,百萬元,2059, 
2019,連江縣,住宿及餐飲業,銷售額,百萬元,416,0
2019,總計,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,144257,1135633
2019,臺北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,78181,851100
2019,新北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,21964,93947
2019,桃園縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,5907,9623
2019,臺中市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,12680,35724
2019,臺南市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,4381,14005
2019,高雄市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,8007,34540
2019,基隆市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,558, 
2019,宜蘭縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,658, 
2019,新竹市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,2792,24810
2019,新竹縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,2684,28954
2019,苗栗縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,763, 
2019,彰化縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,1203, 
2019,南投縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,638, 
2019,雲林縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,712, 
2019,嘉義市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,848, 
2019,嘉義縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,334, 
2019,屏東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,671, 
2019,澎湖縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,190, 
2019,花蓮縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,548, 
2019,臺東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,247, 
2019,金門縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,280, 
2019,連江縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,11, 
2019,總計,金融及保險業,銷售額,百萬元,215718,2373337
2019,臺北市,金融及保險業,銷售額,百萬元,75081,1965305
2019,新北市,金融及保險業,銷售額,百萬元,30670,89464
2019,桃園縣,金融及保險業,銷售額,百萬元,13106,54652
2019,臺中市,金融及保險業,銷售額,百萬元,21299,88286
2019,臺南市,金融及保險業,銷售額,百萬元,13701,32154
2019,高雄市,金融及保險業,銷售額,百萬元,23349,63082
2019,基隆市,金融及保險業,銷售額,百萬元,1873,2086
2019,宜蘭縣,金融及保險業,銷售額,百萬元,2320,5856
2019,新竹市,金融及保險業,銷售額,百萬元,3811,14878
2019,新竹縣,金融及保險業,銷售額,百萬元,3271,8177
2019,苗栗縣,金融及保險業,銷售額,百萬元,2453,5309
2019,彰化縣,金融及保險業,銷售額,百萬元,7742,12374
2019,南投縣,金融及保險業,銷售額,百萬元,2413,6227
2019,雲林縣,金融及保險業,銷售額,百萬元,3004,6411
2019,嘉義市,金融及保險業,銷售額,百萬元,2605,5156
2019,嘉義縣,金融及保險業,銷售額,百萬元,1008,4695
2019,屏東縣,金融及保險業,銷售額,百萬元,4154,5432
2019,澎湖縣,金融及保險業,銷售額,百萬元,359, 
2019,花蓮縣,金融及保險業,銷售額,百萬元,1612,2506
2019,臺東縣,金融及保險業,銷售額,百萬元,1448,938
2019,金門縣,金融及保險業,銷售額,百萬元,427, 
2019,連江縣,金融及保險業,銷售額,百萬元, ,0
2019,總計,不動產業,銷售額,百萬元,306612,1136540
2019,臺北市,不動產業,銷售額,百萬元,69316,491344
2019,新北市,不動產業,銷售額,百萬元,41301,190649
2019,桃園縣,不動產業,銷售額,百萬元,27251,74334
2019,臺中市,不動產業,銷售額,百萬元,47793,155792
2019,臺南市,不動產業,銷售額,百萬元,23921,39735
2019,高雄市,不動產業,銷售額,百萬元,28343,106367
2019,基隆市,不動產業,銷售額,百萬元,1489, 
2019,宜蘭縣,不動產業,銷售額,百萬元,5148,2965
2019,新竹市,不動產業,銷售額,百萬元,8971,20560
2019,新竹縣,不動產業,銷售額,百萬元,8812,20343
2019,苗栗縣,不動產業,銷售額,百萬元,4791,3593
2019,彰化縣,不動產業,銷售額,百萬元,11340,11109
2019,南投縣,不動產業,銷售額,百萬元,2590,1994
2019,雲林縣,不動產業,銷售額,百萬元,5248,5415
2019,嘉義市,不動產業,銷售額,百萬元,5714,3913
2019,嘉義縣,不動產業,銷售額,百萬元,2139, 
2019,屏東縣,不動產業,銷售額,百萬元,4588,2944
2019,澎湖縣,不動產業,銷售額,百萬元,1166, 
2019,花蓮縣,不動產業,銷售額,百萬元,3619,1894
2019,臺東縣,不動產業,銷售額,百萬元,1448, 
2019,金門縣,不動產業,銷售額,百萬元,1624, 
2019,連江縣,不動產業,銷售額,百萬元, ,0
2019,總計,專業、科學及技術服務業,銷售額,百萬元,257143,521980
2019,臺北市,專業、科學及技術服務業,銷售額,百萬元,114606,311677
2019,新北市,專業、科學及技術服務業,銷售額,百萬元,39925,51385
2019,桃園縣,專業、科學及技術服務業,銷售額,百萬元,17538,30754
2019,臺中市,專業、科學及技術服務業,銷售額,百萬元,28915,19104
2019,臺南市,專業、科學及技術服務業,銷售額,百萬元,10323,5174
2019,高雄市,專業、科學及技術服務業,銷售額,百萬元,18870,12131
2019,基隆市,專業、科學及技術服務業,銷售額,百萬元,1387,0
2019,宜蘭縣,專業、科學及技術服務業,銷售額,百萬元,1782, 
2019,新竹市,專業、科學及技術服務業,銷售額,百萬元,4142,43939
2019,新竹縣,專業、科學及技術服務業,銷售額,百萬元,5358,39772
2019,苗栗縣,專業、科學及技術服務業,銷售額,百萬元,1315, 
2019,彰化縣,專業、科學及技術服務業,銷售額,百萬元,3309,1715
2019,南投縣,專業、科學及技術服務業,銷售額,百萬元,1453, 
2019,雲林縣,專業、科學及技術服務業,銷售額,百萬元,1809,0
2019,嘉義市,專業、科學及技術服務業,銷售額,百萬元,1629, 
2019,嘉義縣,專業、科學及技術服務業,銷售額,百萬元,1163, 
2019,屏東縣,專業、科學及技術服務業,銷售額,百萬元,1443, 
2019,澎湖縣,專業、科學及技術服務業,銷售額,百萬元,141,0
2019,花蓮縣,專業、科學及技術服務業,銷售額,百萬元,902, 
2019,臺東縣,專業、科學及技術服務業,銷售額,百萬元,694,0
2019,金門縣,專業、科學及技術服務業,銷售額,百萬元,394,0
2019,連江縣,專業、科學及技術服務業,銷售額,百萬元,48,0
2019,總計,支援服務業,銷售額,百萬元,172493,385167
2019,臺北市,支援服務業,銷售額,百萬元,38864,289973
2019,新北市,支援服務業,銷售額,百萬元,26538,21848
2019,桃園縣,支援服務業,銷售額,百萬元,21704,10844
2019,臺中市,支援服務業,銷售額,百萬元,23865,16084
2019,臺南市,支援服務業,銷售額,百萬元,9802,6574
2019,高雄市,支援服務業,銷售額,百萬元,21921,21028
2019,基隆市,支援服務業,銷售額,百萬元,1772, 
2019,宜蘭縣,支援服務業,銷售額,百萬元,1648, 
2019,新竹市,支援服務業,銷售額,百萬元,3889,4756
2019,新竹縣,支援服務業,銷售額,百萬元,3191,4646
2019,苗栗縣,支援服務業,銷售額,百萬元,2627, 
2019,彰化縣,支援服務業,銷售額,百萬元,3517,1922
2019,南投縣,支援服務業,銷售額,百萬元,1453, 
2019,雲林縣,支援服務業,銷售額,百萬元,1768,978
2019,嘉義市,支援服務業,銷售額,百萬元,1668, 
2019,嘉義縣,支援服務業,銷售額,百萬元,1579, 
2019,屏東縣,支援服務業,銷售額,百萬元,2281, 
2019,澎湖縣,支援服務業,銷售額,百萬元,1017,0
2019,花蓮縣,支援服務業,銷售額,百萬元,1504,0
2019,臺東縣,支援服務業,銷售額,百萬元,970,0
2019,金門縣,支援服務業,銷售額,百萬元,845, 
2019,連江縣,支援服務業,銷售額,百萬元,70,0
2019,總計,教育業,銷售額,百萬元,17051,5047
2019,臺北市,教育業,銷售額,百萬元,5976,2880
2019,新北市,教育業,銷售額,百萬元,1864, 
2019,桃園縣,教育業,銷售額,百萬元,1280, 
2019,臺中市,教育業,銷售額,百萬元,2432, 
2019,臺南市,教育業,銷售額,百萬元,1135,0
2019,高雄市,教育業,銷售額,百萬元,1911, 
2019,基隆市,教育業,銷售額,百萬元,58,0
2019,宜蘭縣,教育業,銷售額,百萬元,115,0
2019,新竹市,教育業,銷售額,百萬元,718,0
2019,新竹縣,教育業,銷售額,百萬元,252,0
2019,苗栗縣,教育業,銷售額,百萬元,87,0
2019,彰化縣,教育業,銷售額,百萬元,332,0
2019,南投縣,教育業,銷售額,百萬元,64,0
2019,雲林縣,教育業,銷售額,百萬元,140,0
2019,嘉義市,教育業,銷售額,百萬元,278,0
2019,嘉義縣,教育業,銷售額,百萬元,25,0
2019,屏東縣,教育業,銷售額,百萬元,197,0
2019,澎湖縣,教育業,銷售額,百萬元,19,0
2019,花蓮縣,教育業,銷售額,百萬元,113,0
2019,臺東縣,教育業,銷售額,百萬元,47,0
2019,金門縣,教育業,銷售額,百萬元,7,0
2019,連江縣,教育業,銷售額,百萬元,3,0
2019,總計,醫療保健及社會工作服務業,銷售額,百萬元,8002,25169
2019,臺北市,醫療保健及社會工作服務業,銷售額,百萬元,2782,3650
2019,新北市,醫療保健及社會工作服務業,銷售額,百萬元,1167,908
2019,桃園縣,醫療保健及社會工作服務業,銷售額,百萬元,540,0
2019,臺中市,醫療保健及社會工作服務業,銷售額,百萬元,1504,913
2019,臺南市,醫療保健及社會工作服務業,銷售額,百萬元,479,0
2019,高雄市,醫療保健及社會工作服務業,銷售額,百萬元,378,19380
2019,基隆市,醫療保健及社會工作服務業,銷售額,百萬元,61, 
2019,宜蘭縣,醫療保健及社會工作服務業,銷售額,百萬元,43, 
2019,新竹市,醫療保健及社會工作服務業,銷售額,百萬元,131, 
2019,新竹縣,醫療保健及社會工作服務業,銷售額,百萬元,248,0
2019,苗栗縣,醫療保健及社會工作服務業,銷售額,百萬元,150, 
2019,彰化縣,醫療保健及社會工作服務業,銷售額,百萬元,158, 
2019,南投縣,醫療保健及社會工作服務業,銷售額,百萬元,28, 
2019,雲林縣,醫療保健及社會工作服務業,銷售額,百萬元,45, 
2019,嘉義市,醫療保健及社會工作服務業,銷售額,百萬元,51, 
2019,嘉義縣,醫療保健及社會工作服務業,銷售額,百萬元,17, 
2019,屏東縣,醫療保健及社會工作服務業,銷售額,百萬元,88, 
2019,澎湖縣,醫療保健及社會工作服務業,銷售額,百萬元, ,0
2019,花蓮縣,醫療保健及社會工作服務業,銷售額,百萬元,112, 
2019,臺東縣,醫療保健及社會工作服務業,銷售額,百萬元,19,0
2019,金門縣,醫療保健及社會工作服務業,銷售額,百萬元, ,0
2019,連江縣,醫療保健及社會工作服務業,銷售額,百萬元,0,0
2019,總計,藝術、娛樂及休閒服務業,銷售額,百萬元,74412,47838
2019,臺北市,藝術、娛樂及休閒服務業,銷售額,百萬元,19045,24692
2019,新北市,藝術、娛樂及休閒服務業,銷售額,百萬元,11407,4789
2019,桃園縣,藝術、娛樂及休閒服務業,銷售額,百萬元,5830,2574
2019,臺中市,藝術、娛樂及休閒服務業,銷售額,百萬元,9510,3116
2019,臺南市,藝術、娛樂及休閒服務業,銷售額,百萬元,4835,1614
2019,高雄市,藝術、娛樂及休閒服務業,銷售額,百萬元,7440,2459
2019,基隆市,藝術、娛樂及休閒服務業,銷售額,百萬元,1022, 
2019,宜蘭縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1136, 
2019,新竹市,藝術、娛樂及休閒服務業,銷售額,百萬元,2117, 
2019,新竹縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1463,2071
2019,苗栗縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1409, 
2019,彰化縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1914, 
2019,南投縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1092, 
2019,雲林縣,藝術、娛樂及休閒服務業,銷售額,百萬元,863, 
2019,嘉義市,藝術、娛樂及休閒服務業,銷售額,百萬元,1025, 
2019,嘉義縣,藝術、娛樂及休閒服務業,銷售額,百萬元,558, 
2019,屏東縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1738, 
2019,澎湖縣,藝術、娛樂及休閒服務業,銷售額,百萬元,328,0
2019,花蓮縣,藝術、娛樂及休閒服務業,銷售額,百萬元,862, 
2019,臺東縣,藝術、娛樂及休閒服務業,銷售額,百萬元,582,0
2019,金門縣,藝術、娛樂及休閒服務業,銷售額,百萬元,193,0
2019,連江縣,藝術、娛樂及休閒服務業,銷售額,百萬元,45,0
2019,總計,其他服務業,銷售額,百萬元,137417,120295
2019,臺北市,其他服務業,銷售額,百萬元,25978,48688
2019,新北市,其他服務業,銷售額,百萬元,16968,10699
2019,桃園縣,其他服務業,銷售額,百萬元,11408,17366
2019,臺中市,其他服務業,銷售額,百萬元,17976,9040
2019,臺南市,其他服務業,銷售額,百萬元,10771,1881
2019,高雄市,其他服務業,銷售額,百萬元,16428,10796
2019,基隆市,其他服務業,銷售額,百萬元,2128, 
2019,宜蘭縣,其他服務業,銷售額,百萬元,2518, 
2019,新竹市,其他服務業,銷售額,百萬元,3366, 
2019,新竹縣,其他服務業,銷售額,百萬元,3083, 
2019,苗栗縣,其他服務業,銷售額,百萬元,2583, 
2019,彰化縣,其他服務業,銷售額,百萬元,6660, 
2019,南投縣,其他服務業,銷售額,百萬元,2690, 
2019,雲林縣,其他服務業,銷售額,百萬元,2955, 
2019,嘉義市,其他服務業,銷售額,百萬元,2148, 
2019,嘉義縣,其他服務業,銷售額,百萬元,1779, 
2019,屏東縣,其他服務業,銷售額,百萬元,4099, 
2019,澎湖縣,其他服務業,銷售額,百萬元,480,0
2019,花蓮縣,其他服務業,銷售額,百萬元,1778,0
2019,臺東縣,其他服務業,銷售額,百萬元,1138, 
2019,金門縣,其他服務業,銷售額,百萬元,438,0
2019,連江縣,其他服務業,銷售額,百萬元,47,0
2020,總計,農林漁牧業,銷售額,百萬元,45217,10990
2020,臺北市,農林漁牧業,銷售額,百萬元,6685,5393
2020,新北市,農林漁牧業,銷售額,百萬元,3072,545
2020,桃園縣,農林漁牧業,銷售額,百萬元,3232, 
2020,臺中市,農林漁牧業,銷售額,百萬元,2097,735
2020,臺南市,農林漁牧業,銷售額,百萬元,5728,881
2020,高雄市,農林漁牧業,銷售額,百萬元,9375,825
2020,基隆市,農林漁牧業,銷售額,百萬元,85,0
2020,宜蘭縣,農林漁牧業,銷售額,百萬元,892,0
2020,新竹市,農林漁牧業,銷售額,百萬元,262,0
2020,新竹縣,農林漁牧業,銷售額,百萬元,324, 
2020,苗栗縣,農林漁牧業,銷售額,百萬元,509, 
2020,彰化縣,農林漁牧業,銷售額,百萬元,2423, 
2020,南投縣,農林漁牧業,銷售額,百萬元,1699,0
2020,雲林縣,農林漁牧業,銷售額,百萬元,1651, 
2020,嘉義市,農林漁牧業,銷售額,百萬元,246, 
2020,嘉義縣,農林漁牧業,銷售額,百萬元,2064, 
2020,屏東縣,農林漁牧業,銷售額,百萬元,3649, 
2020,澎湖縣,農林漁牧業,銷售額,百萬元,163,0
2020,花蓮縣,農林漁牧業,銷售額,百萬元,437, 
2020,臺東縣,農林漁牧業,銷售額,百萬元,557, 
2020,金門縣,農林漁牧業,銷售額,百萬元,58,0
2020,連江縣,農林漁牧業,銷售額,百萬元,10,0
2020,總計,礦業及土石採取業,銷售額,百萬元,33957,16919
2020,臺北市,礦業及土石採取業,銷售額,百萬元,1188,7897
2020,新北市,礦業及土石採取業,銷售額,百萬元,2690, 
2020,桃園縣,礦業及土石採取業,銷售額,百萬元,2260, 
2020,臺中市,礦業及土石採取業,銷售額,百萬元,3973, 
2020,臺南市,礦業及土石採取業,銷售額,百萬元,1181,0
2020,高雄市,礦業及土石採取業,銷售額,百萬元,1857, 
2020,基隆市,礦業及土石採取業,銷售額,百萬元, ,0
2020,宜蘭縣,礦業及土石採取業,銷售額,百萬元,2298, 
2020,新竹市,礦業及土石採取業,銷售額,百萬元,544,0
2020,新竹縣,礦業及土石採取業,銷售額,百萬元,2049,0
2020,苗栗縣,礦業及土石採取業,銷售額,百萬元,1726,0
2020,彰化縣,礦業及土石採取業,銷售額,百萬元,141, 
2020,南投縣,礦業及土石採取業,銷售額,百萬元,1665, 
2020,雲林縣,礦業及土石採取業,銷售額,百萬元,891,0
2020,嘉義市,礦業及土石採取業,銷售額,百萬元, ,0
2020,嘉義縣,礦業及土石採取業,銷售額,百萬元,91,0
2020,屏東縣,礦業及土石採取業,銷售額,百萬元,2168,0
2020,澎湖縣,礦業及土石採取業,銷售額,百萬元,229,0
2020,花蓮縣,礦業及土石採取業,銷售額,百萬元,2833, 
2020,臺東縣,礦業及土石採取業,銷售額,百萬元,1166, 
2020,金門縣,礦業及土石採取業,銷售額,百萬元, ,0
2020,連江縣,礦業及土石採取業,銷售額,百萬元,0,0
2020,總計,製造業,銷售額,百萬元,4557867,10443805
2020,臺北市,製造業,銷售額,百萬元,288967,1441815
2020,新北市,製造業,銷售額,百萬元,702160,921786
2020,桃園縣,製造業,銷售額,百萬元,664506,1211770
2020,臺中市,製造業,銷售額,百萬元,807457,860433
2020,臺南市,製造業,銷售額,百萬元,417009,631872
2020,高雄市,製造業,銷售額,百萬元,449477,1352808
2020,基隆市,製造業,銷售額,百萬元,8957,11700
2020,宜蘭縣,製造業,銷售額,百萬元,54879,31897
2020,新竹市,製造業,銷售額,百萬元,97014,1899611
2020,新竹縣,製造業,銷售額,百萬元,132833,637799
2020,苗栗縣,製造業,銷售額,百萬元,149720,294065
2020,彰化縣,製造業,銷售額,百萬元,373256,377295
2020,南投縣,製造業,銷售額,百萬元,44876,94504
2020,雲林縣,製造業,銷售額,百萬元,184750,539305
2020,嘉義市,製造業,銷售額,百萬元,22793,4160
2020,嘉義縣,製造業,銷售額,百萬元,92415,40077
2020,屏東縣,製造業,銷售額,百萬元,50276,65320
2020,澎湖縣,製造業,銷售額,百萬元,668,0
2020,花蓮縣,製造業,銷售額,百萬元,10946, 
2020,臺東縣,製造業,銷售額,百萬元,3807,0
2020,金門縣,製造業,銷售額,百萬元,1065, 
2020,連江縣,製造業,銷售額,百萬元,36, 
2020,總計,電力及燃氣供應業,銷售額,百萬元,681745,226391
2020,臺北市,電力及燃氣供應業,銷售額,百萬元,66082,37925
2020,新北市,電力及燃氣供應業,銷售額,百萬元,38050,18161
2020,桃園縣,電力及燃氣供應業,銷售額,百萬元,67916,28531
2020,臺中市,電力及燃氣供應業,銷售額,百萬元,85780,27232
2020,臺南市,電力及燃氣供應業,銷售額,百萬元,86591,15453
2020,高雄市,電力及燃氣供應業,銷售額,百萬元,136966,9183
2020,基隆市,電力及燃氣供應業,銷售額,百萬元,8946, 
2020,宜蘭縣,電力及燃氣供應業,銷售額,百萬元,316, 
2020,新竹市,電力及燃氣供應業,銷售額,百萬元,58174, 
2020,新竹縣,電力及燃氣供應業,銷售額,百萬元,2128,10481
2020,苗栗縣,電力及燃氣供應業,銷售額,百萬元,52805, 
2020,彰化縣,電力及燃氣供應業,銷售額,百萬元,30868,8400
2020,南投縣,電力及燃氣供應業,銷售額,百萬元,11623, 
2020,雲林縣,電力及燃氣供應業,銷售額,百萬元,1742, 
2020,嘉義市,電力及燃氣供應業,銷售額,百萬元,6692, 
2020,嘉義縣,電力及燃氣供應業,銷售額,百萬元,1519, 
2020,屏東縣,電力及燃氣供應業,銷售額,百萬元,14473,953
2020,澎湖縣,電力及燃氣供應業,銷售額,百萬元, ,0
2020,花蓮縣,電力及燃氣供應業,銷售額,百萬元,6386, 
2020,臺東縣,電力及燃氣供應業,銷售額,百萬元,2528,0
2020,金門縣,電力及燃氣供應業,銷售額,百萬元, ,0
2020,連江縣,電力及燃氣供應業,銷售額,百萬元, ,0
2020,總計,用水供應及污染整治業,銷售額,百萬元,154464,50072
2020,臺北市,用水供應及污染整治業,銷售額,百萬元,19408,4150
2020,新北市,用水供應及污染整治業,銷售額,百萬元,18637,1155
2020,桃園縣,用水供應及污染整治業,銷售額,百萬元,23663,8755
2020,臺中市,用水供應及污染整治業,銷售額,百萬元,20170,4480
2020,臺南市,用水供應及污染整治業,銷售額,百萬元,12583,1334
2020,高雄市,用水供應及污染整治業,銷售額,百萬元,26148,21524
2020,基隆市,用水供應及污染整治業,銷售額,百萬元,1998,0
2020,宜蘭縣,用水供應及污染整治業,銷售額,百萬元,1182, 
2020,新竹市,用水供應及污染整治業,銷售額,百萬元,4440, 
2020,新竹縣,用水供應及污染整治業,銷售額,百萬元,3795, 
2020,苗栗縣,用水供應及污染整治業,銷售額,百萬元,2438,0
2020,彰化縣,用水供應及污染整治業,銷售額,百萬元,5763, 
2020,南投縣,用水供應及污染整治業,銷售額,百萬元,1402,0
2020,雲林縣,用水供應及污染整治業,銷售額,百萬元,4016, 
2020,嘉義市,用水供應及污染整治業,銷售額,百萬元,1655,0
2020,嘉義縣,用水供應及污染整治業,銷售額,百萬元,2759, 
2020,屏東縣,用水供應及污染整治業,銷售額,百萬元,2426,2714
2020,澎湖縣,用水供應及污染整治業,銷售額,百萬元,167,0
2020,花蓮縣,用水供應及污染整治業,銷售額,百萬元,1023,0
2020,臺東縣,用水供應及污染整治業,銷售額,百萬元,464,0
2020,金門縣,用水供應及污染整治業,銷售額,百萬元,279,0
2020,連江縣,用水供應及污染整治業,銷售額,百萬元, ,0
2020,總計,營建工程業,銷售額,百萬元,1874204,805662
2020,臺北市,營建工程業,銷售額,百萬元,283853,431145
2020,新北市,營建工程業,銷售額,百萬元,318243,91268
2020,桃園縣,營建工程業,銷售額,百萬元,176039,39998
2020,臺中市,營建工程業,銷售額,百萬元,259018,81343
2020,臺南市,營建工程業,銷售額,百萬元,113739,25718
2020,高雄市,營建工程業,銷售額,百萬元,249972,93829
2020,基隆市,營建工程業,銷售額,百萬元,16952, 
2020,宜蘭縣,營建工程業,銷售額,百萬元,35194,2496
2020,新竹市,營建工程業,銷售額,百萬元,56696,15036
2020,新竹縣,營建工程業,銷售額,百萬元,48849,8718
2020,苗栗縣,營建工程業,銷售額,百萬元,31961,4621
2020,彰化縣,營建工程業,銷售額,百萬元,64393, 
2020,南投縣,營建工程業,銷售額,百萬元,23073, 
2020,雲林縣,營建工程業,銷售額,百萬元,64906,1587
2020,嘉義市,營建工程業,銷售額,百萬元,21050, 
2020,嘉義縣,營建工程業,銷售額,百萬元,27894,0
2020,屏東縣,營建工程業,銷售額,百萬元,38533,1892
2020,澎湖縣,營建工程業,銷售額,百萬元,5682,0
2020,花蓮縣,營建工程業,銷售額,百萬元,19502, 
2020,臺東縣,營建工程業,銷售額,百萬元,9771, 
2020,金門縣,營建工程業,銷售額,百萬元,7316, 
2020,連江縣,營建工程業,銷售額,百萬元,1568, 
2020,總計,批發及零售業,銷售額,百萬元,10755870,4656210
2020,臺北市,批發及零售業,銷售額,百萬元,3290922,2655143
2020,新北市,批發及零售業,銷售額,百萬元,1584560,571914
2020,桃園縣,批發及零售業,銷售額,百萬元,963019,178457
2020,臺中市,批發及零售業,銷售額,百萬元,1328566,176456
2020,臺南市,批發及零售業,銷售額,百萬元,646442,137237
2020,高雄市,批發及零售業,銷售額,百萬元,1136076,411974
2020,基隆市,批發及零售業,銷售額,百萬元,52573, 
2020,宜蘭縣,批發及零售業,銷售額,百萬元,96885,5618
2020,新竹市,批發及零售業,銷售額,百萬元,232993,284991
2020,新竹縣,批發及零售業,銷售額,百萬元,204285,94686
2020,苗栗縣,批發及零售業,銷售額,百萬元,121690,56402
2020,彰化縣,批發及零售業,銷售額,百萬元,350017,31139
2020,南投縣,批發及零售業,銷售額,百萬元,85312,2675
2020,雲林縣,批發及零售業,銷售額,百萬元,148825,13420
2020,嘉義市,批發及零售業,銷售額,百萬元,112777,4939
2020,嘉義縣,批發及零售業,銷售額,百萬元,91115,8313
2020,屏東縣,批發及零售業,銷售額,百萬元,171284,18873
2020,澎湖縣,批發及零售業,銷售額,百萬元,15982, 
2020,花蓮縣,批發及零售業,銷售額,百萬元,66772,2435
2020,臺東縣,批發及零售業,銷售額,百萬元,34459, 
2020,金門縣,批發及零售業,銷售額,百萬元,19588,353
2020,連江縣,批發及零售業,銷售額,百萬元,1729,0
2020,總計,運輸及倉儲業,銷售額,百萬元,824114,360375
2020,臺北市,運輸及倉儲業,銷售額,百萬元,339227,143371
2020,新北市,運輸及倉儲業,銷售額,百萬元,65222,71068
2020,桃園縣,運輸及倉儲業,銷售額,百萬元,106351,81357
